product_id,user_id,user_name,review_id,rating,review_title,review_content,discounted_price,actual_price,discount_percentage,rating_count
B08DDRGWTJ,AHV3ELGDSOWBYUQLXSPDCSHBQRHQ,rajendran,R3QWLE8JHROKC1,4.3,Nice,Good product but cost is more.,229,299,23,30411
B08DDRGWTJ,AFVD66VQMSHPDT3A6HBBBGKRXBZA,Akshay wani,R3E6FZ75Q074KH,4.3,Very good quay Cable support fast charging.,I bought this cable at 129. Using this cable for Android auto in my car. Perfectly works without any glitch.,229,299,23,30411
B08DDRGWTJ,AELKHQXVSSG6NHXLFJLLNEFRQQUQ,Abbimaniu Singh,R1SYBQLTPFCW20,4.3,Original MI cable for charging upto 33 watt,Original MI cable. Will charge upto 33 watts. Got it for Rs 150.  I have 67 watt charger and I want a cable for my car so I went for it. I checked the performance with battery charging app. The charging speed is exactly half of my 67 watt original cable. Go for it.,229,299,23,30411
B08DDRGWTJ,AGYSMAC6V6RFJJOHG2FIRPOZ6CSQ,VISHAL H BADSHE,RYQT96J8HPIXE,4.3,I am veri happy with this product as it provide turbo charging.,It provided me turbo charging. I recommend for all Redmi note 10s mobile phones. As it provide turbo charging. I am veri happy with this product.,229,299,23,30411
B008IFXQFU,AGV3IEFANZCKECFGUM42MRH5FNOA,Azhar JuMan,R1LW6NWSVTVZ2H,4.2,Works on linux for me. Get the model with antenna.,I use this to connect an old PC to internet. I tried lubuntu 20 and ubuntu 22,499,999,50,179691
B008IFXQFU,AEBO7NWCNXKT4AESAN443HQH35FQ,Anirudh Sood,R3VR5WFKUS15C5,4.2,Does what it say but other brands available at lesser price,it worked out of the box in both,499,999,50,179691
B008IFXQFU,AE7GD3VRRYQEAHDR7FXJIR23INYA,Hari Krishnan PS,R2F6GC79OYWUKQ,4.2,Easy Handle,didn't have to do any setup. There's an extender cable so you can place this in a comfortable place. Get the model with antenna because otherwise you'll have range problems if you're not directly in line of sight from your wifi router.,499,999,50,179691
B008IFXQFU,AHPAW24BI5X2GCX5M2LHI72VSJJQ,Akash Jindal,R3QZ19MECGWG9A,4.2,Great product,The wifi dongle is a simple plug & play device,499,999,50,179691
B008IFXQFU,AE2VXY4CFO36MDSIMPG43XHNF4GA,PRADEEP,R2MPU42MYK7GPO,4.2,Perfect working,will start catching available networks right after you plug it into your USB port,499,999,50,179691
B008IFXQFU,AHHQEKUNVETALN7DTRHUQ2WAWEKQ,Rajesh,R33DVXFB4VYPZZ,4.2,Speed is perfect,no additional installations/ softwares requires. Signal strength is good.... just wonder what would be different in other adapters of lesser known brands which are available at a much more competitive pricing,499,999,50,179691
B008IFXQFU,AFMIFTNTUD5PIHGONWOTRMMZ5EBA,Divya Kothari,R1SQ7OGFR4JRUR,4.2,Great Design,hence a star less.,499,999,50,179691
B008IFXQFU,AHOJBIZVVIIFJKRREY4B6ESVA4KA,abhijit,R1S5F9QI0M1VBZ,4.2, Build,Pros:*Easy to use & Portable*Can be connected to Mobile Hotspot and used in PC( Budget Friendly)*Less installation process*No heating issues & Good Coverage*Best alternative for USB Tethering (phone's battery may get damaged for long term run with Tethering)Cons:*Internet connection speed varies at times,499,999,50,179691
B082LZGK39,AECPFYFQVRUWC3KGNLJIOREFP5LQ,ArdKn,RGIQEG07R9HS2,4,A Good Braided Cable for Your Type C Device,I ordered this cable to connect my phone to Android Auto of car. The cable is really strong and the connection ports are really well made. I already has a Micro USB cable from Ambrane and it's still in good shape. I connected my phone to the car using the cable and it got connected well and no issues. I also connected it to the charging port and yes it has Fast Charging support.,199,299,33,43994
B082LZGK39,AGYYVPDD7YG7FYNBXNGXZJT525AQ,Nirbhay kumar,R1SMWZQ86XIN8U,4,Good quality product from ambrane,It quality is good at this price and the main thing is that i didn't ever thought that this cable will be so long it's good one and charging power is too good and also supports fast charging,199,299,33,43994
B082LZGK39,AFPHD2CRPDZMWMBL7WXRSVYWS5JA,Asp,RYGGS0M09S3KY,4,As,with extra length👍,199,299,33,43994
B082LZGK39,AHWVEHR5DYLVFTO2KF3IZATFQSWQ,sonia,R1HDNOG6TO2CCA,4,its good,Product quality is good,199,299,33,43994
B08CF3D7QR,AGYLPKPZHVYKKZHOTHCTYVEDAJ4A,Tanya,R11MQS7WD9C3I0,4.3,Good for fast charge but not for data transfer,The cable is efficient in fast charging but in quick data transfer. Overall fine.,154,339,55,13391
B08CF3D7QR,AGTTU64JMX722LYCN3SOWLFPKPAQ,Anu,R2AKH69XQY8BY4,4.3,Good cable compares to local the brand.,I like the usb c  L shape. Nylon Shielded core wire it improves the life of the cable.,154,339,55,13391
B08CF3D7QR,AFWD4ZTM7473CDWARHCDQKK73MTA,Akshay,R8GBOLYUN5UP6,4.3,good but doesnt last,i think i buy these every 6 months or so. fast charging stops working after a while. probbly something to do with the cable design. the cable gets twisted over time and I suspect that breaks the high capacity wires inside. but i keep buying it because there arent too many options in an L shaped design,154,339,55,13391
B08CF3D7QR,AEXCQM3FDLX3YL3UJWWUIAIUJT4A,Vishal Sagara Shetty,R1AYVO4R25KJTA,4.3,Good product,Good and durable product. Sometime the charges doesn't work on few adapters. there might be few cut off or something but works fine on apple adapter,154,339,55,13391
B08CF3D7QR,AHUKYUWRUVRTB3IQGISXWTSPAWLQ,Swatilekha Sarkar,R1HT6XM787V7FV,4.3,Good Product,Car charger,154,339,55,13391
B08CF3D7QR,AFM5JL37WY7G6MLQUI4WAXUJME7Q,IBRAHIM S,R175VFSB2A32HG,4.3,very good material quality charging speed is 15 watt,The product is really good at affordable price.,154,339,55,13391
B08CF3D7QR,AFECO24WYFOU2KL7C3DMHTEHRU7Q,Sundaram J.,R35T9LXYBSP09G,4.3,Not a fast charger,Good and fast charging,154,339,55,13391
B0789LZTCJ,AEWAZDZZJLQUYVOVGBEUKSLXHQ5A,Omkar dhale,R3EEUZKKK9J36I,4.2,Good product,Good product,299,799,63,94363
B0789LZTCJ,AH725ST5NW2Y4JZPKUNTIJCUK2BA,HEMALATHA,REDECAZ7AMPQC,4.2,Nice,Charges good,299,799,63,94363
B0789LZTCJ,AGWIGDEMFIIUAOXYY2QATNBSUGHA,amar singh chouhan,R2DMKIBGFKBD6R,4.2,Very first time change,I bought this cable for Rs.339 worthy product for this price,299,799,63,94363
B0789LZTCJ,AFSTSLQUV4EVEXWKBOLEFHL2H5YQ,Ravi Siddan,RC89B5IAJUTR5,4.2,Good,i tested it in various charger adapters 33w and 18w it supports fast charging as well.,299,799,63,94363
B07KSMBL2H,AEYJ5I6JZZPOJB6MGWRQOHRQLPSQ,Rishav Gossain,R1FKOKZ3HHKJBZ,4.4,It's quite good and value for money,I am using it for 14 days now. The experience is pretty good as of now. Picture quality is also not bad. Don't expect something out of the world at this price point. But you can go for it if you have a tight budget.,219,700,69,426973
B07KSMBL2H,AFY5TVFOMVHGBPBTIJODYDQRZM5Q,Shashank Mallamraju,R2WNMZI1EXTA0H,4.4,Works well,Initial impressions: works as said,219,700,69,426973
B07KSMBL2H,AE3O6366WGEQAANKJ76QETTUQQTQ,Purnendu,RCA1M3W4RIXUR,4.4,Hdmi cable,glad I didn’t go for cheaper options (not that it’s too costly) just plug and play. Will update if it screws up,219,700,69,426973
B07KSMBL2H,AEQIJCPWSBCDKUO5VROXXHWX3PPA,gunasekaran desomayananam,R3BKCLL6D7ZLIX,4.4,Value for money,The hdmi cable is good to watch movie,219,700,69,426973
B07KSMBL2H,AGVIAQK2HQ47P7UVXHW2NBAEU7YQ,Anto RK,REVSR0ILY3547,4.4,All good,sports and its gives better quality while connecting your laptop with TV and play 🎮.I loved it,219,700,69,426973
B07KSMBL2H,AE3D5CJ2GDUP5SQ3AAYMVAGDTX7A,Sukrit Basak,R15W5KMQB95IV5,4.4,Gets the job done,Works as expected. Length of the cable is short and it was mentioned also satisfied my requirement. If you need more length better look other options.,219,700,69,426973
B07KSMBL2H,AEA2HQHMFG3ZGJFOLLJQ65WKIZUQ,Sethuram.S,R3TLCE9JSBU3UP,4.4,This one was my need to purchase,It's the best HDMI cable at this price range. No problems yet. Just go for it !!,219,700,69,426973
B085DTN6R2,AGUAYQHARAKR2VZTRP276KAGETKQ,Priya,R1QETDIPRCX4S0,4.2,Works,Definitely isn’t as good as the original cord but works. Fast charging and pretty sturdy,350,899,61,2262
B085DTN6R2,AFKTST2773VUOKUHE7FCR6QCAURQ,Mansi,RARQYQ8POOFA9,4.2,Nice Product,Worth it,350,899,61,2262
B085DTN6R2,AEGLHOQOWUUUQEDV6EWXTSHIUE7A,Plaban,R952F931MCOR5,4.2,Fast Charging as original,So I had a faulty cable. I was lazy and have a lot of money so instead of calling Apple I bought this for like 300 bucks. Didn’t expected much but for my surprise,350,899,61,2262
B085DTN6R2,AEHQYGI5L4FFALBMC5XMT5KXSZCA,Vivek,R3LLDHV3WXED9C,4.2,Good for data transfer,this cable actually works and has fast charging. JUST GO FOR IT,350,899,61,2262
B085DTN6R2,AEP4CW3UI7AJ7XM7PAAKVCB6U3ZA,Praveen kumar,R34W3B1C7RP98Q,4.2,Good quality,the connectors look premium and were easy to insert. I used this cable to switch all my data from iphone 7 to an m30s. Cable worked like charm while using smart switch app,350,899,61,2262
B085DTN6R2,AHIWCPCQ2Z4HWEM7V4HGTLVZQM6Q,Robbin,R1467F9VL3DLSY,4.2,Great Product,all my data including whatsapp data was transferred successfully. Satisfied with performance.,350,899,61,2262
B09KLVMZ3B,AF2XXVO7JUBUVAOBTJ3MNH4DGUFQ,Deepaak Singh,R20XIOU25HEX80,4.1,Great but,Loosing charging cable of apple is costly affair. This wire was great purchase made to correct it,159,399,60,4768
B09KLVMZ3B,AH6VDJLLPBXKCWXMLBKMBCQ2ESGA,siva k.,R2X55FA2EEUEYM,4.1,Worked well for 6 six months that’s it,Worked well for six months that’s it,159,399,60,4768
B09KLVMZ3B,AE642RIGZIT2VPQJOLNUZ34QVWJQ,MUNDATH BALGOPAL,R393Z224NBTDLN,4.1,Compatible with Apple iPad 2nd generation and charging very well.,now it’s stopped working,159,399,60,4768
B09KLVMZ3B,AFLHNKQH5UQZU3ATISKSMRE2KEDQ,BOOPATHI,R3Q4ZCHWSAQD5B,4.1,CABLE,now planning to buy one more because the price has come down to 150,159,399,60,4768
B09KLVMZ3B,AF2L4MCRCIDOOREQJN7QPQ4QBZCA,Rakesh,R1AE3A4NSVM9SC,4.1,The product is good but the phone gets disconnected at multiple occasions.,Very good product. Compatible with  iPad 2nd generation  and charging very well. Quality of the product is very good and also works fine. Totally worth for its price.,159,399,60,4768
B09KLVMZ3B,AGKLZ4SUHAU47KJXDVHBBEWJODUA,Ana,R2U1YAAZE07I1V,4.1,Not a fast charging cable,Product is super,159,399,60,4768
B09KLVMZ3B,AHESCOYXLCXB56F4JO45X4CZQCYA,Xolo,R36NVL58WQ7D64,4.1,Good item. Value,I'm using from last 6 month. Till now it was good functioning. Now I noticed phone gets disconnected at multiple occasions. might be cable may be damaged.Overall worked well for 6 month.,159,399,60,4768
B09KLVMZ3B,AGGHDE6KFZHEDUDJBD5R27AYMEWA,Rushi,R1E7GPZ569TBIZ,4.1,Amazing product and value for money,Takes 5-6 hours to charge full.,159,399,60,4768
B083342NKJ,AEYD5HVYAJ23CR6PTWOOIKUOIDHA,Aditya Gupta,RQI80JG2WZXNF,4.4,using this product 8months It is done  I have not faced any problem so far,Best charging power . I used this cable on note 8 pro mi. Using 8month also fast working.,349,399,13,18757
B083342NKJ,AFRMNW6TDHDZBP2UHF2K3MEAEYUA,Abdulla A N,R2LYZ4CUWPMUJN,4.4, its build quality best,350 might be a little expensive but physically it’s so good. Feels premium. But power limitation is there it is not suitable for fast charging.,349,399,13,18757
B083342NKJ,AHICHCW6EC3BNV2IDAEAJPBG4HZQ,Deepak,R1ZBD2ZB2ZYEWX,4.4,I really liked this one.,I really liked this one.,349,399,13,18757
B083342NKJ,AGWFKE7RNP6EVC4JFLFSL76EEVVQ,Gowtham,R2ITEDC9KOCY3N,4.4,Very strong and support fast charging ,Very strong and support fast charging,349,399,13,18757
B083342NKJ,AGEOQQHGNELZNEUKJAJUA7NTPBLA,Rakesh,R1115HIQP3BKKJ,4.4,,Best data cable charging fast,349,399,13,18757
B083342NKJ,AFS3QBSOMCE2FAZFUYZ3NBFQDLMQ,Pawan Kumar,R31OMS6DNMI7M,4.4,Nice cable,Very good quality and good durability,349,399,13,18757
B083342NKJ,AGJYG6ZWCWD74WNE6Y37XZ2VUSMA,Prabhat Raj Pathak,R2DCFXQMUNO93L,4.4,Best data cable charging fast,Overall good but need some improvement...,349,399,13,18757
B0B6F7LX4C,AHEVOQADJSSRX7DS325HSFLMP7VQ,Manoj maddheshiya,R13UTIA6KOF6QV,4.2,It is the best tv if you are getting it in 10-12k,Pros- xiomi 5a is best in budget-Nice picture quality-Very nice audio output- Full of featureCONS- sometimes tv lags-Sometimes stucksIn this prize range all tv having cons like this.::Overall nice tv,13999,24999,44,32840
B0B6F7LX4C,AG7XYZRCSKX6G2OLO7DVZWIZ3PUQ,Manoj Kumar Sahoo,R2UGDZSGFF01K7,4.2,Good price but the OS lags,The product in this price range is good but as it is running in Android 12 it lags. I hope after few updates the lags problem will be resolved,13999,24999,44,32840
B0B6F7LX4C,AE2THTCCQLBIUSWPF4CPXC6GGP7Q,Saumil s.,RHHIZ45VYU5X6,4.2,GARBAGE QUALITY,Useless product and useless quality. Display issues within 7 months and service center is not upto the mark. Go for better brands where quality is assured. I would wish if there was option of negative stars.,13999,24999,44,32840
B0B6F7LX4C,AHUJZOV34DFEN55QQ5XOYKVKHV6Q,Jean-Louis M.,R14N9HBE5EIUY0,4.2,Good product.,Uses as connectes TV the picture is very good. I was hopping a best level of song. Globaly it is a good product.,13999,24999,44,32840
B0B6F7LX4C,AELX4DI77ZHURZTDLYFU7XMP7R6Q,Mahesh,R2WMW096T9Y0OU,4.2,Good quality,Good quality,13999,24999,44,32840
B0B6F7LX4C,AE2ODWBBOBD2SITDDIEJ644OSRFQ,syed azhar abbas,R1SHIIE6M72825,4.2,Great experience everything is fantastic 🤠,Greater then ever,13999,24999,44,32840
B0B6F7LX4C,AFLW4WXYQ3G6HU5LBQORDDZO3FOQ,prabakaran,R22P6BE9DBME4F,4.2,Super picture quality and sound quality,Good quality,13999,24999,44,32840
B082LSVT4B,AECPFYFQVRUWC3KGNLJIOREFP5LQ,ArdKn,RGIQEG07R9HS2,4,A Good Braided Cable for Your Type C Device,I ordered this cable to connect my phone to Android Auto of car. The cable is really strong and the connection ports are really well made. I already has a Micro USB cable from Ambrane and it's still in good shape. I connected my phone to the car using the cable and it got connected well and no issues. I also connected it to the charging port and yes it has Fast Charging support.,249,399,38,43994
B082LSVT4B,AGYYVPDD7YG7FYNBXNGXZJT525AQ,Nirbhay kumar,R1SMWZQ86XIN8U,4,Good quality product from ambrane,It quality is good at this price and the main thing is that i didn't ever thought that this cable will be so long it's good one and charging power is too good and also supports fast charging,249,399,38,43994
B082LSVT4B,AFPHD2CRPDZMWMBL7WXRSVYWS5JA,Asp,RYGGS0M09S3KY,4,As,with extra length👍,249,399,38,43994
B082LSVT4B,AHWVEHR5DYLVFTO2KF3IZATFQSWQ,sonia,R1HDNOG6TO2CCA,4,its good,Product quality is good,249,399,38,43994
B08WRBG3XW,AFB5KJR4Q5FICAHBOPDPUTB3O7QQ,Rohan Narkar,R2BP8Y5OJXKJLF,4.1,Good for charging and Data transfer,Check for offera before buying,199,499,60,13045
B08WRBG3XW,AHW3QBHDOUMXODZ4EAMHD5JMDIDQ,JAGWINDER SINGH,R218813TNRHNSY,4.1,ਮਜ਼ਬੂਤ,18w charging cable,199,499,60,13045
B08WRBG3XW,AGXRGH7DLS3RVFS5KWU4PGR3H3GQ,Gursewak Singh,R3VIKEVJ5DBF5G,4.1,Good Quality but less Power Delivery,Good Quality but less Power Delivery,199,499,60,13045
B08WRBG3XW,AFLIHOX2HH7S2OJAD63UAHKMY34Q,Avii,R2PQNCTR8TQCT4,4.1,Fantastic!,Awesome cable!Charging,199,499,60,13045
B08WRBG3XW,AEHBE4U3HD6G2TMSHKE7TNZYOWCA,Amit Sharma,R3FI11UEJC9ZOJ,4.1,Good,data transfer and durability is simply awesome,199,499,60,13045
B08WRBG3XW,AFHKIURZM4R62UEXTOCZLI2FPQ6A,Ritesh Agarwala,R3ULCCZZHBNLA4,4.1,Not useful,and there is not a single disconnection issue,199,499,60,13045
B08WRBG3XW,AEW6K4E5A4RUWRFFUDINQE5WWBSQ,Rahul hardaha,RELIQ4H7CYX2Q,4.1,Doesn't fit properly,which I always faced in original mi cable from box. Bought 1 more time as last cable damaged when phone fell on usb cable port as my phone is heavy and I never faced any issues so i bought one more time and didn't went for replacement as its waste of time and energy,199,499,60,13045
B08WRBG3XW,AG4LMDCRAAKD4U2FZ6B6N75KTHXA,Amazon Customer,R3ALQNTJN4ER9N,4.1,Can't support Oppo mobile for fast charging,i also have boat earphones that is also awesome..😄,199,499,60,13045
B08DPLCM6T,AFIECTV45ADX5YPTE2VU6ORRHTGQ,Manoj kumar,R31A0WWDEYMKEW,4.3,Very nice,correct delivery,13490,21990,39,11976
B08DPLCM6T,AFDUJI7KG7VMZF4JGJHV4DBCA4OA,SOMNATH DAS,R2C4XEWFLVU7JV,4.3,Value for money,good service but sound quality was poor. The speakers were fitted below the tv. No clear sound. That was the only problem.,13490,21990,39,11976
B08DPLCM6T,AEUWKSX5ZL7DWOOYVDOWJKBHOVXA,Harsha,RYWES5AT5FQO6,4.3,Good,Good videoGood vice,13490,21990,39,11976
B08DPLCM6T,AHEJW5MYVFOQBEXD6BIUBB3PJBPQ,Pradhut Roy,R1PGWAY5TEWLT4,4.3,Good for its price.,Picture quality is awesome.,13490,21990,39,11976
B08DPLCM6T,AEM2Y22BKLFYL5BK7SC56Q75ODOQ,MAHENDRA NATH DAS,R32542OPR0QC4I,4.3,Good item,Good at that price,13490,21990,39,11976
B08DPLCM6T,AHWDVB4OO4S3YS5RYQZIDBNV6BUQ,Naveen Kumar,R2JDJEVZ2G7EEK,4.3,Budget friendly,Okay product,13490,21990,39,11976
B08DPLCM6T,AFCEDQXVCB4LUUBWXRJS6KRU62FQ,Gopi Sahu,R36EHHPAQNSSOF,4.3,Good,the OS has lags after about a year of use. This is the best you can get for the price tag it comes with.,13490,21990,39,11976
B09C6HXFC1,AFNYIBWKJLJQKY4BGK77ZOTVMORA,Prasannavijayaraghavan G.,R12D1BZF9MU8TN,4.5,Good cable for car,I trust this product! Works well with car play!,970,1799,46,815
B09C6HXFC1,AFCTNNMP2LZLY5466YJ5AY3JE5ZA,Preet Sikka,R32MNCWO5LGFCG,4.5,Good substitute for orginal,Very good quality and charging is fine. As good as original,970,1799,46,815
B09C6HXFC1,AG3XBWOAL65DJSBHJ7LQ2K54HJKQ,Theeban Raj,RZU3UK8OZKD6X,4.5,Better Value for money Product,Build quality is awesome,970,1799,46,815
B09C6HXFC1,AFBZMRHC4GXUU7KNAK4OBKORDF6Q,Gurpreet S.,R1ARVYPXS4XPB7,4.5,Absolutely amazing.,better than a official  lightening from If ur looking for a cable close your eyes and go for it 🔥 or you can buy a (Amazon basics) one I was using that for past 3 years that a bit a cheaper side,970,1799,46,815
B09C6HXFC1,AHSIQL276K7X2UP72QOOOWNVRSXA,Manoj,R1V6GDYE2IBX8O,4.5,Namm hi kafi hai,I recommend both these cables had better build quality and value for money,970,1799,46,815
B09C6HXFC1,AF3D6X5NQWOBOEVVH2Y37N55AKZQ,SP,R28EG2PXZTJL90,4.5,Very good,Gr8 product overall,970,1799,46,815
