product_id,discounted_price,actual_price,discount_percentage,rating,rating_count,user_id,user_name,review_id,review_title,review_content
B08CF3B7N1,154.0,399.0,61.0,4.2,16905.0,AE3MQNNHHLUHXURL5S7IAR7JTGNQ,Durai Vignesh,R3A6MEZL3LY66Z,Nice Quality,even a braided cable stop working after a year
B08CF3B7N1,154.0,399.0,61.0,4.2,16905.0,AFSEOFZY67MYC7UAJU264Z5NFTLA,Amazon Customer,R1ESIEKPGAYA29,Good product,i have used both Anker and Apple store strong braided cable they all stop working after a year so please don't buy high end cables just for that instead choose a this one and even if it's stops working withing a year you only loose 150rs compares to 2000rs.UPDATE------------------------------------pin has stopped charging from one side
B08Y1TFSP6,149.0,1000.0,85.0,3.9,24871.0,AEQ2YMXSZWEOHK2EHTNLOS56YTZQ,Jayesh,R7S8ANNSDPR40,It's pretty good,It's a good product.
B08Y1TFSP6,149.0,1000.0,85.0,3.9,24871.0,AHBAT6VLOXWGYDL57KHCNCLPXAKA,Soopy,RFF7U7MPQFUGR,very good and useful usb cable,Very good item strong and useful USB cableValue for moneyThanks to amazon and producer
B08Y1TFSP6,149.0,1000.0,85.0,3.9,24871.0,AF7NDY2H6JVYTSQOZP76GCATQ34Q,amazon customer,R1MV1NKC23DWPI,Good USB cable. My experience was very good it is long lasting,Good USB cable. My experience was very good it is long lasting
B08Y1TFSP6,149.0,1000.0,85.0,3.9,24871.0,AEP4MK3EKOBDKTGPJTRN5RBDIODA,Chitra,R1XN72FU6Q37IH,Sturdy but does not support 33w charging,Sturdy but does not support 33w charging
B08WRWPM22,176.63,499.0,65.0,4.1,15188.0,AG7C6DAADCTRQJG2BRS3RIKDT52Q,Vivek kumar,R8E73K2KWJRDS,Long durable.,Build quality is good and it is comes with 2 year warranty.
B08WRWPM22,176.63,499.0,65.0,4.1,15188.0,AFU7BOMPVJ7Q3TTA4G67RASTGYIQ,Amazon Customer,RSD0JTIIWQQL8,good,Good Product
B08WRWPM22,176.63,499.0,65.0,4.1,15188.0,AER5ZGIXXVYG3AWZTRZT7M2BYCEA,SARTHAK,R64CRSTE9SLW1,Does not charge Lenovo m8 tab,Bought it for charging my mobile & tab but it doesn't work for Lenovo m8 tab
B08WRWPM22,176.63,499.0,65.0,4.1,15188.0,AHE76XQSOLGOP5ZEKTIW6KUPDWBQ,Chiranjeevi,R2FRTNIIUFJE1F,Best charging cable,Guys this cable is is best compare of everyone over heat protection
B08WRWPM22,176.63,499.0,65.0,4.1,15188.0,AGXTMB2XHZBEWZ2UIX7ODZ4XTU6Q,V V GIRI KUMAR,RWGNX3W7UOJ7W,good,quickly charging
B08WRWPM22,176.63,499.0,65.0,4.1,15188.0,AHNM2XVU745EDPNGUOAG74PTSNRA,Rajnandini,R32TYHHODHTF5D,Boat,but chance to shock circuit
B08DDRGWTJ,229.0,299.0,23.0,4.3,30411.0,AHW6E5LQ2BDYOIVLAJGDH45J5V5Q,Pavan A H,R2X090D1YHACKR,Worth for money - suitable for Android auto,Worth for money - suitable for Android auto... my purpose served in car....got it for Rs.150
B08DDRGWTJ,229.0,299.0,23.0,4.3,30411.0,AF74RSGCHPZITVFSZN76K6GKPICA,Jayesh bagad,R32ZCIH9AFNJ60,Good Product,Everything is Okay. But packaging is not good feeling like seller gave is used cable.
B08DDRGWTJ,229.0,299.0,23.0,4.3,30411.0,AHDD7ZNB47QA2JLYU53HD4ML3VNQ,Shridhar,R3N57EVVG0EHAF,Length,Good product
B08DDRGWTJ,229.0,299.0,23.0,4.3,30411.0,AHV3ELGDSOWBYUQLXSPDCSHBQRHQ,rajendran,R3QWLE8JHROKC1,Nice,Good product but cost is more.
B08DDRGWTJ,229.0,299.0,23.0,4.3,30411.0,AFVD66VQMSHPDT3A6HBBBGKRXBZA,Akshay wani,R3E6FZ75Q074KH,Very good quay Cable support fast charging.,I bought this cable at 129. Using this cable for Android auto in my car. Perfectly works without any glitch.
B08DDRGWTJ,229.0,299.0,23.0,4.3,30411.0,AELKHQXVSSG6NHXLFJLLNEFRQQUQ,Abbimaniu Singh,R1SYBQLTPFCW20,Original MI cable for charging upto 33 watt,Original MI cable. Will charge upto 33 watts. Got it for Rs 150.  I have 67 watt charger and I want a cable for my car so I went for it. I checked the performance with battery charging app. The charging speed is exactly half of my 67 watt original cable. Go for it.
B08DDRGWTJ,229.0,299.0,23.0,4.3,30411.0,AGYSMAC6V6RFJJOHG2FIRPOZ6CSQ,VISHAL H BADSHE,RYQT96J8HPIXE,I am veri happy with this product as it provide turbo charging.,It provided me turbo charging. I recommend for all Redmi note 10s mobile phones. As it provide turbo charging. I am veri happy with this product.
B008IFXQFU,499.0,999.0,50.0,4.2,179691.0,AGV3IEFANZCKECFGUM42MRH5FNOA,Azhar JuMan,R1LW6NWSVTVZ2H,Works on linux for me. Get the model with antenna.,I use this to connect an old PC to internet. I tried lubuntu 20 and ubuntu 22
B008IFXQFU,499.0,999.0,50.0,4.2,179691.0,AEBO7NWCNXKT4AESAN443HQH35FQ,Anirudh Sood,R3VR5WFKUS15C5,Does what it say but other brands available at lesser price,it worked out of the box in both
B008IFXQFU,499.0,999.0,50.0,4.2,179691.0,AE7GD3VRRYQEAHDR7FXJIR23INYA,Hari Krishnan PS,R2F6GC79OYWUKQ,Easy Handle,didn't have to do any setup. There's an extender cable so you can place this in a comfortable place. Get the model with antenna because otherwise you'll have range problems if you're not directly in line of sight from your wifi router.
B008IFXQFU,499.0,999.0,50.0,4.2,179691.0,AHPAW24BI5X2GCX5M2LHI72VSJJQ,Akash Jindal,R3QZ19MECGWG9A,Great product,The wifi dongle is a simple plug & play device
B008IFXQFU,499.0,999.0,50.0,4.2,179691.0,AE2VXY4CFO36MDSIMPG43XHNF4GA,PRADEEP,R2MPU42MYK7GPO,Perfect working,will start catching available networks right after you plug it into your USB port
B008IFXQFU,499.0,999.0,50.0,4.2,179691.0,AHHQEKUNVETALN7DTRHUQ2WAWEKQ,Rajesh,R33DVXFB4VYPZZ,Speed is perfect,no additional installations/ softwares requires. Signal strength is good.... just wonder what would be different in other adapters of lesser known brands which are available at a much more competitive pricing
B008IFXQFU,499.0,999.0,50.0,4.2,179691.0,AFMIFTNTUD5PIHGONWOTRMMZ5EBA,Divya Kothari,R1SQ7OGFR4JRUR,Great Design,hence a star less.
B008IFXQFU,499.0,999.0,50.0,4.2,179691.0,AHOJBIZVVIIFJKRREY4B6ESVA4KA,abhijit,R1S5F9QI0M1VBZ, Build,Pros:*Easy to use & Portable*Can be connected to Mobile Hotspot and used in PC( Budget Friendly)*Less installation process*No heating issues & Good Coverage*Best alternative for USB Tethering (phone's battery may get damaged for long term run with Tethering)Cons:*Internet connection speed varies at times
B082LZGK39,199.0,299.0,33.0,4.0,43994.0,AECPFYFQVRUWC3KGNLJIOREFP5LQ,ArdKn,RGIQEG07R9HS2,A Good Braided Cable for Your Type C Device,I ordered this cable to connect my phone to Android Auto of car. The cable is really strong and the connection ports are really well made. I already has a Micro USB cable from Ambrane and it's still in good shape. I connected my phone to the car using the cable and it got connected well and no issues. I also connected it to the charging port and yes it has Fast Charging support.
B082LZGK39,199.0,299.0,33.0,4.0,43994.0,AGYYVPDD7YG7FYNBXNGXZJT525AQ,Nirbhay kumar,R1SMWZQ86XIN8U,Good quality product from ambrane,It quality is good at this price and the main thing is that i didn't ever thought that this cable will be so long it's good one and charging power is too good and also supports fast charging
B082LZGK39,199.0,299.0,33.0,4.0,43994.0,AFPHD2CRPDZMWMBL7WXRSVYWS5JA,Asp,RYGGS0M09S3KY,As,with extra length👍
B082LZGK39,199.0,299.0,33.0,4.0,43994.0,AHWVEHR5DYLVFTO2KF3IZATFQSWQ,sonia,R1HDNOG6TO2CCA,its good,Product quality is good
B08CF3D7QR,154.0,339.0,55.0,4.3,13391.0,AGYLPKPZHVYKKZHOTHCTYVEDAJ4A,Tanya,R11MQS7WD9C3I0,Good for fast charge but not for data transfer,The cable is efficient in fast charging but in quick data transfer. Overall fine.
B08CF3D7QR,154.0,339.0,55.0,4.3,13391.0,AGTTU64JMX722LYCN3SOWLFPKPAQ,Anu,R2AKH69XQY8BY4,Good cable compares to local the brand.,I like the usb c  L shape. Nylon Shielded core wire it improves the life of the cable.
B08CF3D7QR,154.0,339.0,55.0,4.3,13391.0,AFWD4ZTM7473CDWARHCDQKK73MTA,Akshay,R8GBOLYUN5UP6,good but doesnt last,i think i buy these every 6 months or so. fast charging stops working after a while. probbly something to do with the cable design. the cable gets twisted over time and I suspect that breaks the high capacity wires inside. but i keep buying it because there arent too many options in an L shaped design
B08CF3D7QR,154.0,339.0,55.0,4.3,13391.0,AEXCQM3FDLX3YL3UJWWUIAIUJT4A,Vishal Sagara Shetty,R1AYVO4R25KJTA,Good product,Good and durable product. Sometime the charges doesn't work on few adapters. there might be few cut off or something but works fine on apple adapter
B08CF3D7QR,154.0,339.0,55.0,4.3,13391.0,AHUKYUWRUVRTB3IQGISXWTSPAWLQ,Swatilekha Sarkar,R1HT6XM787V7FV,Good Product,Car charger
B08CF3D7QR,154.0,339.0,55.0,4.3,13391.0,AFM5JL37WY7G6MLQUI4WAXUJME7Q,IBRAHIM S,R175VFSB2A32HG,very good material quality charging speed is 15 watt,The product is really good at affordable price.
B08CF3D7QR,154.0,339.0,55.0,4.3,13391.0,AFECO24WYFOU2KL7C3DMHTEHRU7Q,Sundaram J.,R35T9LXYBSP09G,Not a fast charger,Good and fast charging
B0789LZTCJ,299.0,799.0,63.0,4.2,94363.0,AEWAZDZZJLQUYVOVGBEUKSLXHQ5A,Omkar dhale,R3EEUZKKK9J36I,Good product,Good product
B0789LZTCJ,299.0,799.0,63.0,4.2,94363.0,AH725ST5NW2Y4JZPKUNTIJCUK2BA,HEMALATHA,REDECAZ7AMPQC,Nice,Charges good
B0789LZTCJ,299.0,799.0,63.0,4.2,94363.0,AGWIGDEMFIIUAOXYY2QATNBSUGHA,amar singh chouhan,R2DMKIBGFKBD6R,Very first time change,I bought this cable for Rs.339 worthy product for this price
B0789LZTCJ,299.0,799.0,63.0,4.2,94363.0,AFSTSLQUV4EVEXWKBOLEFHL2H5YQ,Ravi Siddan,RC89B5IAJUTR5,Good,i tested it in various charger adapters 33w and 18w it supports fast charging as well.
B07KSMBL2H,219.0,700.0,69.0,4.4,426973.0,AEYJ5I6JZZPOJB6MGWRQOHRQLPSQ,Rishav Gossain,R1FKOKZ3HHKJBZ,It's quite good and value for money,I am using it for 14 days now. The experience is pretty good as of now. Picture quality is also not bad. Don't expect something out of the world at this price point. But you can go for it if you have a tight budget.
B07KSMBL2H,219.0,700.0,69.0,4.4,426973.0,AFY5TVFOMVHGBPBTIJODYDQRZM5Q,Shashank Mallamraju,R2WNMZI1EXTA0H,Works well,Initial impressions: works as said
B07KSMBL2H,219.0,700.0,69.0,4.4,426973.0,AE3O6366WGEQAANKJ76QETTUQQTQ,Purnendu,RCA1M3W4RIXUR,Hdmi cable,glad I didn’t go for cheaper options (not that it’s too costly) just plug and play. Will update if it screws up
B07KSMBL2H,219.0,700.0,69.0,4.4,426973.0,AEQIJCPWSBCDKUO5VROXXHWX3PPA,gunasekaran desomayananam,R3BKCLL6D7ZLIX,Value for money,The hdmi cable is good to watch movie
B07KSMBL2H,219.0,700.0,69.0,4.4,426973.0,AGVIAQK2HQ47P7UVXHW2NBAEU7YQ,Anto RK,REVSR0ILY3547,All good,sports and its gives better quality while connecting your laptop with TV and play 🎮.I loved it
B07KSMBL2H,219.0,700.0,69.0,4.4,426973.0,AE3D5CJ2GDUP5SQ3AAYMVAGDTX7A,Sukrit Basak,R15W5KMQB95IV5,Gets the job done,Works as expected. Length of the cable is short and it was mentioned also satisfied my requirement. If you need more length better look other options.
B07KSMBL2H,219.0,700.0,69.0,4.4,426973.0,AEA2HQHMFG3ZGJFOLLJQ65WKIZUQ,Sethuram.S,R3TLCE9JSBU3UP,This one was my need to purchase,It's the best HDMI cable at this price range. No problems yet. Just go for it !!
B085DTN6R2,350.0,899.0,61.0,4.2,2262.0,AGUAYQHARAKR2VZTRP276KAGETKQ,Priya,R1QETDIPRCX4S0,Works,Definitely isn’t as good as the original cord but works. Fast charging and pretty sturdy
B085DTN6R2,350.0,899.0,61.0,4.2,2262.0,AFKTST2773VUOKUHE7FCR6QCAURQ,Mansi,RARQYQ8POOFA9,Nice Product,Worth it
B085DTN6R2,350.0,899.0,61.0,4.2,2262.0,AEGLHOQOWUUUQEDV6EWXTSHIUE7A,Plaban,R952F931MCOR5,Fast Charging as original,So I had a faulty cable. I was lazy and have a lot of money so instead of calling Apple I bought this for like 300 bucks. Didn’t expected much but for my surprise
B085DTN6R2,350.0,899.0,61.0,4.2,2262.0,AEHQYGI5L4FFALBMC5XMT5KXSZCA,Vivek,R3LLDHV3WXED9C,Good for data transfer,this cable actually works and has fast charging. JUST GO FOR IT
B085DTN6R2,350.0,899.0,61.0,4.2,2262.0,AEP4CW3UI7AJ7XM7PAAKVCB6U3ZA,Praveen kumar,R34W3B1C7RP98Q,Good quality,the connectors look premium and were easy to insert. I used this cable to switch all my data from iphone 7 to an m30s. Cable worked like charm while using smart switch app
B085DTN6R2,350.0,899.0,61.0,4.2,2262.0,AHIWCPCQ2Z4HWEM7V4HGTLVZQM6Q,Robbin,R1467F9VL3DLSY,Great Product,all my data including whatsapp data was transferred successfully. Satisfied with performance.
B09KLVMZ3B,159.0,399.0,60.0,4.1,4768.0,AF2XXVO7JUBUVAOBTJ3MNH4DGUFQ,Deepaak Singh,R20XIOU25HEX80,Great but,Loosing charging cable of apple is costly affair. This wire was great purchase made to correct it
B09KLVMZ3B,159.0,399.0,60.0,4.1,4768.0,AH6VDJLLPBXKCWXMLBKMBCQ2ESGA,siva k.,R2X55FA2EEUEYM,Worked well for 6 six months that’s it,Worked well for six months that’s it
B09KLVMZ3B,159.0,399.0,60.0,4.1,4768.0,AE642RIGZIT2VPQJOLNUZ34QVWJQ,MUNDATH BALGOPAL,R393Z224NBTDLN,Compatible with Apple iPad 2nd generation and charging very well.,now it’s stopped working
B09KLVMZ3B,159.0,399.0,60.0,4.1,4768.0,AFLHNKQH5UQZU3ATISKSMRE2KEDQ,BOOPATHI,R3Q4ZCHWSAQD5B,CABLE,now planning to buy one more because the price has come down to 150
B09KLVMZ3B,159.0,399.0,60.0,4.1,4768.0,AF2L4MCRCIDOOREQJN7QPQ4QBZCA,Rakesh,R1AE3A4NSVM9SC,The product is good but the phone gets disconnected at multiple occasions.,Very good product. Compatible with  iPad 2nd generation  and charging very well. Quality of the product is very good and also works fine. Totally worth for its price.
B09KLVMZ3B,159.0,399.0,60.0,4.1,4768.0,AGKLZ4SUHAU47KJXDVHBBEWJODUA,Ana,R2U1YAAZE07I1V,Not a fast charging cable,Product is super
B09KLVMZ3B,159.0,399.0,60.0,4.1,4768.0,AHESCOYXLCXB56F4JO45X4CZQCYA,Xolo,R36NVL58WQ7D64,Good item. Value,I'm using from last 6 month. Till now it was good functioning. Now I noticed phone gets disconnected at multiple occasions. might be cable may be damaged.Overall worked well for 6 month.
B09KLVMZ3B,159.0,399.0,60.0,4.1,4768.0,AGGHDE6KFZHEDUDJBD5R27AYMEWA,Rushi,R1E7GPZ569TBIZ,Amazing product and value for money,Takes 5-6 hours to charge full.
B083342NKJ,349.0,399.0,13.0,4.4,18757.0,AEYD5HVYAJ23CR6PTWOOIKUOIDHA,Aditya Gupta,RQI80JG2WZXNF,using this product 8months It is done  I have not faced any problem so far,Best charging power . I used this cable on note 8 pro mi. Using 8month also fast working.
B083342NKJ,349.0,399.0,13.0,4.4,18757.0,AFRMNW6TDHDZBP2UHF2K3MEAEYUA,Abdulla A N,R2LYZ4CUWPMUJN, its build quality best,350 might be a little expensive but physically it’s so good. Feels premium. But power limitation is there it is not suitable for fast charging.
B083342NKJ,349.0,399.0,13.0,4.4,18757.0,AHICHCW6EC3BNV2IDAEAJPBG4HZQ,Deepak,R1ZBD2ZB2ZYEWX,I really liked this one.,I really liked this one.
B083342NKJ,349.0,399.0,13.0,4.4,18757.0,AGWFKE7RNP6EVC4JFLFSL76EEVVQ,Gowtham,R2ITEDC9KOCY3N,Very strong and support fast charging ,Very strong and support fast charging
B083342NKJ,349.0,399.0,13.0,4.4,18757.0,AGEOQQHGNELZNEUKJAJUA7NTPBLA,Rakesh,R1115HIQP3BKKJ,,Best data cable charging fast
B083342NKJ,349.0,399.0,13.0,4.4,18757.0,AFS3QBSOMCE2FAZFUYZ3NBFQDLMQ,Pawan Kumar,R31OMS6DNMI7M,Nice cable,Very good quality and good durability
B083342NKJ,349.0,399.0,13.0,4.4,18757.0,AGJYG6ZWCWD74WNE6Y37XZ2VUSMA,Prabhat Raj Pathak,R2DCFXQMUNO93L,Best data cable charging fast,Overall good but need some improvement...
B0B6F7LX4C,13999.0,24999.0,44.0,4.2,32840.0,AHEVOQADJSSRX7DS325HSFLMP7VQ,Manoj maddheshiya,R13UTIA6KOF6QV,It is the best tv if you are getting it in 10-12k,Pros- xiomi 5a is best in budget-Nice picture quality-Very nice audio output- Full of featureCONS- sometimes tv lags-Sometimes stucksIn this prize range all tv having cons like this.::Overall nice tv
B0B6F7LX4C,13999.0,24999.0,44.0,4.2,32840.0,AG7XYZRCSKX6G2OLO7DVZWIZ3PUQ,Manoj Kumar Sahoo,R2UGDZSGFF01K7,Good price but the OS lags,The product in this price range is good but as it is running in Android 12 it lags. I hope after few updates the lags problem will be resolved
B0B6F7LX4C,13999.0,24999.0,44.0,4.2,32840.0,AE2THTCCQLBIUSWPF4CPXC6GGP7Q,Saumil s.,RHHIZ45VYU5X6,GARBAGE QUALITY,Useless product and useless quality. Display issues within 7 months and service center is not upto the mark. Go for better brands where quality is assured. I would wish if there was option of negative stars.
B0B6F7LX4C,13999.0,24999.0,44.0,4.2,32840.0,AHUJZOV34DFEN55QQ5XOYKVKHV6Q,Jean-Louis M.,R14N9HBE5EIUY0,Good product.,Uses as connectes TV the picture is very good. I was hopping a best level of song. Globaly it is a good product.
B0B6F7LX4C,13999.0,24999.0,44.0,4.2,32840.0,AELX4DI77ZHURZTDLYFU7XMP7R6Q,Mahesh,R2WMW096T9Y0OU,Good quality,Good quality
B0B6F7LX4C,13999.0,24999.0,44.0,4.2,32840.0,AE2ODWBBOBD2SITDDIEJ644OSRFQ,syed azhar abbas,R1SHIIE6M72825,Great experience everything is fantastic 🤠,Greater then ever
B0B6F7LX4C,13999.0,24999.0,44.0,4.2,32840.0,AFLW4WXYQ3G6HU5LBQORDDZO3FOQ,prabakaran,R22P6BE9DBME4F,Super picture quality and sound quality,Good quality
B082LSVT4B,249.0,399.0,38.0,4.0,43994.0,AECPFYFQVRUWC3KGNLJIOREFP5LQ,ArdKn,RGIQEG07R9HS2,A Good Braided Cable for Your Type C Device,I ordered this cable to connect my phone to Android Auto of car. The cable is really strong and the connection ports are really well made. I already has a Micro USB cable from Ambrane and it's still in good shape. I connected my phone to the car using the cable and it got connected well and no issues. I also connected it to the charging port and yes it has Fast Charging support.
B082LSVT4B,249.0,399.0,38.0,4.0,43994.0,AGYYVPDD7YG7FYNBXNGXZJT525AQ,Nirbhay kumar,R1SMWZQ86XIN8U,Good quality product from ambrane,It quality is good at this price and the main thing is that i didn't ever thought that this cable will be so long it's good one and charging power is too good and also supports fast charging
B082LSVT4B,249.0,399.0,38.0,4.0,43994.0,AFPHD2CRPDZMWMBL7WXRSVYWS5JA,Asp,RYGGS0M09S3KY,As,with extra length👍
B082LSVT4B,249.0,399.0,38.0,4.0,43994.0,AHWVEHR5DYLVFTO2KF3IZATFQSWQ,sonia,R1HDNOG6TO2CCA,its good,Product quality is good
B08WRBG3XW,199.0,499.0,60.0,4.1,13045.0,AFB5KJR4Q5FICAHBOPDPUTB3O7QQ,Rohan Narkar,R2BP8Y5OJXKJLF,Good for charging and Data transfer,Check for offera before buying
B08WRBG3XW,199.0,499.0,60.0,4.1,13045.0,AHW3QBHDOUMXODZ4EAMHD5JMDIDQ,JAGWINDER SINGH,R218813TNRHNSY,ਮਜ਼ਬੂਤ,18w charging cable
B08WRBG3XW,199.0,499.0,60.0,4.1,13045.0,AGXRGH7DLS3RVFS5KWU4PGR3H3GQ,Gursewak Singh,R3VIKEVJ5DBF5G,Good Quality but less Power Delivery,Good Quality but less Power Delivery
B08WRBG3XW,199.0,499.0,60.0,4.1,13045.0,AFLIHOX2HH7S2OJAD63UAHKMY34Q,Avii,R2PQNCTR8TQCT4,Fantastic!,Awesome cable!Charging
B08WRBG3XW,199.0,499.0,60.0,4.1,13045.0,AEHBE4U3HD6G2TMSHKE7TNZYOWCA,Amit Sharma,R3FI11UEJC9ZOJ,Good,data transfer and durability is simply awesome
B08WRBG3XW,199.0,499.0,60.0,4.1,13045.0,AFHKIURZM4R62UEXTOCZLI2FPQ6A,Ritesh Agarwala,R3ULCCZZHBNLA4,Not useful,and there is not a single disconnection issue
B08WRBG3XW,199.0,499.0,60.0,4.1,13045.0,AEW6K4E5A4RUWRFFUDINQE5WWBSQ,Rahul hardaha,RELIQ4H7CYX2Q,Doesn't fit properly,which I always faced in original mi cable from box. Bought 1 more time as last cable damaged when phone fell on usb cable port as my phone is heavy and I never faced any issues so i bought one more time and didn't went for replacement as its waste of time and energy
B08WRBG3XW,199.0,499.0,60.0,4.1,13045.0,AG4LMDCRAAKD4U2FZ6B6N75KTHXA,Amazon Customer,R3ALQNTJN4ER9N,Can't support Oppo mobile for fast charging,i also have boat earphones that is also awesome..😄
B08DPLCM6T,13490.0,21990.0,39.0,4.3,11976.0,AFIECTV45ADX5YPTE2VU6ORRHTGQ,Manoj kumar,R31A0WWDEYMKEW,Very nice,correct delivery
B08DPLCM6T,13490.0,21990.0,39.0,4.3,11976.0,AFDUJI7KG7VMZF4JGJHV4DBCA4OA,SOMNATH DAS,R2C4XEWFLVU7JV,Value for money,good service but sound quality was poor. The speakers were fitted below the tv. No clear sound. That was the only problem.
B08DPLCM6T,13490.0,21990.0,39.0,4.3,11976.0,AEUWKSX5ZL7DWOOYVDOWJKBHOVXA,Harsha,RYWES5AT5FQO6,Good,Good videoGood vice
B08DPLCM6T,13490.0,21990.0,39.0,4.3,11976.0,AHEJW5MYVFOQBEXD6BIUBB3PJBPQ,Pradhut Roy,R1PGWAY5TEWLT4,Good for its price.,Picture quality is awesome.
